Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0hr_minus_rep1	Peptides 0hr_minus_rep2	Peptides 0hr_minus_rep3	Peptides 0hr_plus_rep1	Peptides 0hr_plus_rep2	Peptides 0hr_plus_rep3	Peptides 1hr_minus_rep1	Peptides 1hr_minus_rep2	Peptides 1hr_minus_rep3	Peptides 1hr_plus_rep1	Peptides 1hr_plus_rep2	Peptides 1hr_plus_rep3	Peptides 3hr_minus_rep1	Peptides 3hr_minus_rep2	Peptides 3hr_minus_rep3	Peptides 3hr_plus_rep1	Peptides 3hr_plus_rep2	Peptides 3hr_plus_rep3	Peptides no4SU_minus_1	Peptides no4SU_minus_2	Peptides no4SU_plus_1	Peptides no4SU_plus_2	Razor + unique peptides 0hr_minus_rep1	Razor + unique peptides 0hr_minus_rep2	Razor + unique peptides 0hr_minus_rep3	Razor + unique peptides 0hr_plus_rep1	Razor + unique peptides 0hr_plus_rep2	Razor + unique peptides 0hr_plus_rep3	Razor + unique peptides 1hr_minus_rep1	Razor + unique peptides 1hr_minus_rep2	Razor + unique peptides 1hr_minus_rep3	Razor + unique peptides 1hr_plus_rep1	Razor + unique peptides 1hr_plus_rep2	Razor + unique peptides 1hr_plus_rep3	Razor + unique peptides 3hr_minus_rep1	Razor + unique peptides 3hr_minus_rep2	Razor + unique peptides 3hr_minus_rep3	Razor + unique peptides 3hr_plus_rep1	Razor + unique peptides 3hr_plus_rep2	Razor + unique peptides 3hr_plus_rep3	Razor + unique peptides no4SU_minus_1	Razor + unique peptides no4SU_minus_2	Razor + unique peptides no4SU_plus_1	Razor + unique peptides no4SU_plus_2	Unique peptides 0hr_minus_rep1	Unique peptides 0hr_minus_rep2	Unique peptides 0hr_minus_rep3	Unique peptides 0hr_plus_rep1	Unique peptides 0hr_plus_rep2	Unique peptides 0hr_plus_rep3	Unique peptides 1hr_minus_rep1	Unique peptides 1hr_minus_rep2	Unique peptides 1hr_minus_rep3	Unique peptides 1hr_plus_rep1	Unique peptides 1hr_plus_rep2	Unique peptides 1hr_plus_rep3	Unique peptides 3hr_minus_rep1	Unique peptides 3hr_minus_rep2	Unique peptides 3hr_minus_rep3	Unique peptides 3hr_plus_rep1	Unique peptides 3hr_plus_rep2	Unique peptides 3hr_plus_rep3	Unique peptides no4SU_minus_1	Unique peptides no4SU_minus_2	Unique peptides no4SU_plus_1	Unique peptides no4SU_plus_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 0hr_minus_rep1	Identification type 0hr_minus_rep2	Identification type 0hr_minus_rep3	Identification type 0hr_plus_rep1	Identification type 0hr_plus_rep2	Identification type 0hr_plus_rep3	Identification type 1hr_minus_rep1	Identification type 1hr_minus_rep2	Identification type 1hr_minus_rep3	Identification type 1hr_plus_rep1	Identification type 1hr_plus_rep2	Identification type 1hr_plus_rep3	Identification type 3hr_minus_rep1	Identification type 3hr_minus_rep2	Identification type 3hr_minus_rep3	Identification type 3hr_plus_rep1	Identification type 3hr_plus_rep2	Identification type 3hr_plus_rep3	Identification type no4SU_minus_1	Identification type no4SU_minus_2	Identification type no4SU_plus_1	Identification type no4SU_plus_2	Sequence coverage 0hr_minus_rep1 [%]	Sequence coverage 0hr_minus_rep2 [%]	Sequence coverage 0hr_minus_rep3 [%]	Sequence coverage 0hr_plus_rep1 [%]	Sequence coverage 0hr_plus_rep2 [%]	Sequence coverage 0hr_plus_rep3 [%]	Sequence coverage 1hr_minus_rep1 [%]	Sequence coverage 1hr_minus_rep2 [%]	Sequence coverage 1hr_minus_rep3 [%]	Sequence coverage 1hr_plus_rep1 [%]	Sequence coverage 1hr_plus_rep2 [%]	Sequence coverage 1hr_plus_rep3 [%]	Sequence coverage 3hr_minus_rep1 [%]	Sequence coverage 3hr_minus_rep2 [%]	Sequence coverage 3hr_minus_rep3 [%]	Sequence coverage 3hr_plus_rep1 [%]	Sequence coverage 3hr_plus_rep2 [%]	Sequence coverage 3hr_plus_rep3 [%]	Sequence coverage no4SU_minus_1 [%]	Sequence coverage no4SU_minus_2 [%]	Sequence coverage no4SU_plus_1 [%]	Sequence coverage no4SU_plus_2 [%]	Intensity	Intensity 0hr_minus_rep1	Intensity 0hr_minus_rep2	Intensity 0hr_minus_rep3	Intensity 0hr_plus_rep1	Intensity 0hr_plus_rep2	Intensity 0hr_plus_rep3	Intensity 1hr_minus_rep1	Intensity 1hr_minus_rep2	Intensity 1hr_minus_rep3	Intensity 1hr_plus_rep1	Intensity 1hr_plus_rep2	Intensity 1hr_plus_rep3	Intensity 3hr_minus_rep1	Intensity 3hr_minus_rep2	Intensity 3hr_minus_rep3	Intensity 3hr_plus_rep1	Intensity 3hr_plus_rep2	Intensity 3hr_plus_rep3	Intensity no4SU_minus_1	Intensity no4SU_minus_2	Intensity no4SU_plus_1	Intensity no4SU_plus_2	iBAQ	iBAQ 0hr_minus_rep1	iBAQ 0hr_minus_rep2	iBAQ 0hr_minus_rep3	iBAQ 0hr_plus_rep1	iBAQ 0hr_plus_rep2	iBAQ 0hr_plus_rep3	iBAQ 1hr_minus_rep1	iBAQ 1hr_minus_rep2	iBAQ 1hr_minus_rep3	iBAQ 1hr_plus_rep1	iBAQ 1hr_plus_rep2	iBAQ 1hr_plus_rep3	iBAQ 3hr_minus_rep1	iBAQ 3hr_minus_rep2	iBAQ 3hr_minus_rep3	iBAQ 3hr_plus_rep1	iBAQ 3hr_plus_rep2	iBAQ 3hr_plus_rep3	iBAQ no4SU_minus_1	iBAQ no4SU_minus_2	iBAQ no4SU_plus_1	iBAQ no4SU_plus_2	LFQ intensity 0hr_minus_rep1	LFQ intensity 0hr_minus_rep2	LFQ intensity 0hr_minus_rep3	LFQ intensity 0hr_plus_rep1	LFQ intensity 0hr_plus_rep2	LFQ intensity 0hr_plus_rep3	LFQ intensity 1hr_minus_rep1	LFQ intensity 1hr_minus_rep2	LFQ intensity 1hr_minus_rep3	LFQ intensity 1hr_plus_rep1	LFQ intensity 1hr_plus_rep2	LFQ intensity 1hr_plus_rep3	LFQ intensity 3hr_minus_rep1	LFQ intensity 3hr_minus_rep2	LFQ intensity 3hr_minus_rep3	LFQ intensity 3hr_plus_rep1	LFQ intensity 3hr_plus_rep2	LFQ intensity 3hr_plus_rep3	LFQ intensity no4SU_minus_1	LFQ intensity no4SU_minus_2	LFQ intensity no4SU_plus_1	LFQ intensity no4SU_plus_2	MS/MS count 0hr_minus_rep1	MS/MS count 0hr_minus_rep2	MS/MS count 0hr_minus_rep3	MS/MS count 0hr_plus_rep1	MS/MS count 0hr_plus_rep2	MS/MS count 0hr_plus_rep3	MS/MS count 1hr_minus_rep1	MS/MS count 1hr_minus_rep2	MS/MS count 1hr_minus_rep3	MS/MS count 1hr_plus_rep1	MS/MS count 1hr_plus_rep2	MS/MS count 1hr_plus_rep3	MS/MS count 3hr_minus_rep1	MS/MS count 3hr_minus_rep2	MS/MS count 3hr_minus_rep3	MS/MS count 3hr_plus_rep1	MS/MS count 3hr_plus_rep2	MS/MS count 3hr_plus_rep3	MS/MS count no4SU_minus_1	MS/MS count no4SU_minus_2	MS/MS count no4SU_plus_1	MS/MS count no4SU_plus_2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
360	1570	6860	1167	1921	8864	1	13	1	1	9	11	10	9	10	10	8	10	9	9	10	10	8	11	10	9	10	10	11	11	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	3	3	58	569	8915	0	2	6194	336	5483	6001	5019	3880	8536	2794	951	3173	7350	5388	4352	8733	919	6235	368	4087	8052	8820	2682	1384	13	15	14	14	13	13	13	14	13	14	14	13	12	15	13	13	14	14	15	17	10	14	2832901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2960938	0	0	1353376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6444472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	6404	4190	6188	10	7084	5856	4381	8522	8816	6201	3245	661
2552	7112	4549	5596	7485	5897	2	43	31	2	13	26	10	20	26	15	21	34	11	11	26	17	17	30	24	17	32	28	36	19	10	20	8	17	5	10	15	7	14	22	7	5	16	11	11	18	16	10	20	18	26	10	4	12	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	2	0	1	0	58	47	3	60	565	5971	0	323	7441	7224	6566	5750	3659	8556	4649	8924	7486	6296	2873	6706	2127	2283	8403	8110	5024	7617	1249	6739	3855	4767	23	38	16	29	35	25	36	52	19	16	39	30	31	45	36	29	51	43	52	33	15	34	2735529779	29768470	103683147	29148948	45694014	94382824	30644009	78672782	232416275	28935243	9562085	147879170	60832247	45972659	181810078	435357303	58346698	211803245	287361579	554966362	50312515	10967296	27860082	90190367	1006111	3618992	1215075	1521271	3133652	1186897	2673399	7620443	803286	511487	4728648	1967537	1537561	6143652	13896170	1833332	7236136	9760052	18507930	1735716	382107	1099936	5980370	40300975	2881366	11245997	22876221	6407766	16425900	77238530	2523715	3799277	28314168	7410730	13421635	46259601	39424577	14210315	34482086	78154503	483796182	154083410	34013085	74380432	4	12	1	7	8	0	9	23	1	2	8	2	8	14	15	9	17	16	65	7	4	4	235	8362	123	7834	11	1688	8206	9161	9574	7476	8627	7629	4840
6901	4793	8369	6982	1812	163	1	3	3	3	0	2	1	0	2	0	0	1	0	1	2	0	0	1	1	3	3	1	1	0	0	1	0	2	1	0	2	0	0	1	0	1	2	0	0	1	1	3	3	1	1	0	0	1	0	2	1	0	2	0	0	1	0	1	2	0	0	1	1	3	3	1	1	0	0	1	19	19	19	23	199	9217	0	7	4714	411	4473	6152	5947	3631	5801	3594	1099	917	8018	7559	5291	8335	7490	794	9356	402	4570	1404	2238	5817	0	11	6	0	11	0	0	5	0	6	11	0	0	6	6	19	19	6	6	0	0	6	67622147	0	2686924	666516	0	2487464	0	0	1598445	0	1798879	2862983	0	0	1959472	1571736	18532088	9281170	140777	1304079	0	0	601158	6327335	0	362001	41509	0	214872	0	0	150311	0	1969	11719	0	0	31882	985971	1884680	1037042	312058	153574	0	0	228834	0	1391154	0	0	678971	0	0	0	0	0	403250	0	0	0	0	2562615	1334736	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	2	4	2	0	2	0	0	1	18	4363	3942	1794	12	2366	4404	745	6178	4089	2175	2639	513
5686	7566	1030	8711	7675	7326	1	4	4	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	0	3	2	0	0	0	18	18	18	24	208	9485	0	6	3375	8063	6848	3770	5350	7050	8651	5612	2067	2366	6824	6096	28	28	2248	6888	5974	601	996	6160	6342	9157	0	0	0	0	0	5	0	0	5	0	0	0	0	0	13	4	0	13	9	0	0	0	74116953	0	0	0	0	0	5077739	0	0	4029646	0	0	0	0	0	25058457	4188517	0	5479181	1523970	0	0	0	5739103	0	0	0	0	0	468375	0	0	662219	0	0	0	0	0	3878610	671140	0	661078	147529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3845056	0	0	1389212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	8	9999	1007	284	13	9049	8451	7201	5467	7670	2574	6077	3424
9557	7021	142	939	7962	3810	1	2	2	2	0	1	0	0	0	0	0	0	2	0	0	2	0	1	2	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	0	1	2	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	0	1	2	1	1	1	1	0	0	1	12	12	12	23	208	7039	0	7	6994	9951	5073	308	7079	6889	2000	9029	2904	8720	412	1534	985	4748	2461	6571	5679	4706	5537	9357	7613	4658	0	9	0	0	0	0	0	0	12	0	0	12	0	9	12	9	9	9	3	0	0	9	77544198	0	194973	0	0	0	0	0	0	2269609	0	0	2636226	0	1844838	45879504	16933819	4698656	773560	0	0	0	725226	12090597	0	81460	0	0	0	0	0	0	117443	0	0	366087	0	140588	5052106	3043314	903778	188089	0	0	0	312721	0	0	0	0	0	0	0	0	538682	0	0	511789	0	0	3344700	1593475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	1	0	0	1	11	4938	8943	321	14	2935	5590	5632	2451	1162	1677	831	7405
5541	8984	7282	4980	8017	1602	1	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	2	1	0	0	0	17	17	17	19	170	4547	0	6	3967	24	122	6791	8973	3688	4091	4291	318	1452	1315	9466	8146	8507	4027	6752	7127	1746	7913	6839	3797	3407	0	0	0	0	0	0	0	0	11	0	0	0	0	0	17	17	17	17	6	0	0	0	36871618	0	0	0	0	0	0	0	0	1695926	0	0	0	0	0	6041748	11625835	6907212	1630968	1045701	0	0	0	6769644	0	0	0	0	0	0	0	0	117356	0	0	0	0	0	2130904	1302301	711399	240230	143959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439849	1679299	989337	403732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	0	0	0	8	1838	99	9473	15	587	5614	7122	7513	5972	6175	3343	8565
3555	5164	8747	1554	6234	5392	1	10	10	10	2	1	3	2	0	7	2	0	7	2	0	9	3	0	10	2	1	10	0	7	0	6	2	1	3	2	0	7	2	0	7	2	0	9	3	0	10	2	1	10	0	7	0	6	2	1	3	2	0	7	2	0	7	2	0	9	3	0	10	2	1	10	0	7	0	6	16	16	16	67	616	8811	0	33	8730	7172	5732	5461	3862	5755	3506	7713	8333	6646	7655	9313	9485	2322	7600	9467	8900	6780	7247	8137	1909	8430	2	2	5	2	0	13	2	0	12	2	0	14	5	0	16	2	1	16	0	12	0	11	428325150	28522131	1572258	7329906	17829890	0	8398259	14693506	0	21916305	14082765	0	52605182	18305765	0	118889744	17267388	25030	75745458	0	5961851	0	4973889	11532736	665022	179893	90009	419688	0	286652	329988	0	382163	482428	0	1313040	418897	0	2807551	347962	34244	1776148	0	176621	0	65543	0	0	1236494	0	0	2448478	0	0	2934177	0	0	5196271	2488769	0	8681670	0	0	19983891	0	17549456	0	18683012	0	0	0	0	0	1	0	0	3	0	0	4	0	0	9	0	0	8	0	3	0	3	33	679	5840	6571	16	4949	2638	933	9532	5306	7016	5719	7927
2128	9924	917	3159	4758	9169	2	17	17	17	1	1	4	0	1	3	1	1	6	0	1	12	0	1	16	0	0	17	0	7	0	6	1	1	4	0	1	3	1	1	6	0	1	12	0	1	16	0	0	17	0	7	0	6	1	1	4	0	1	3	1	1	6	0	1	12	0	1	16	0	0	17	0	7	0	6	36	36	36	56	497	9571	0	51	1501	6626	6546	6413	7901	6954	6271	8746	1914	836	2270	3269	3630	7691	1121	4822	2529	4645	6317	3561	5212	1479	1	2	9	0	2	7	1	2	12	0	2	28	0	2	36	0	0	36	0	19	0	14	462016721	1926795	3750878	21180098	0	3218395	6235942	738426	681628	26837130	0	4081800	78315620	0	3201075	155582682	0	0	112950666	0	7766554	0	7828069	15659394	86874	62479	686732	0	33797	156868	121246	85503	687001	0	214933	2677633	0	12267	5704519	0	0	3979783	0	314463	0	155472	0	0	2125500	0	0	1691498	0	0	2592860	0	0	5020367	0	0	9618597	0	0	21013586	0	16529441	0	44915577	0	0	0	0	0	1	0	0	0	0	0	6	0	0	12	0	0	17	0	2	0	2	40	7737	3011	8430	17	3536	7820	2298	4675	828	6408	7263	2702
3335	6586	1509	9904	8361	6568	1	26	26	22	7	12	9	8	15	9	17	17	9	17	15	12	11	16	12	14	19	10	2	14	4	12	7	12	9	8	15	9	17	17	9	17	15	12	11	16	12	14	19	10	2	14	4	12	5	11	9	6	13	9	14	14	8	14	13	11	8	13	11	11	16	9	2	13	3	10	46	46	41	69	606	854	0	63	9031	1139	8194	3712	9478	800	3999	2833	903	3292	6262	3042	8615	1381	6076	9815	1561	3408	3040	9488	7356	5049	13	25	18	15	29	19	30	32	18	31	29	24	21	30	25	25	34	22	4	29	9	25	1436865930	29093866	40078703	102443662	22739385	102098812	42673896	141292372	76840055	42599297	75817959	95637343	70386241	45657370	70947494	103414071	75411983	137013971	60215017	4828457	45440449	3961879	34059213	37089348	776983	1207762	2529966	564407	2608254	910740	3475110	2127054	907096	1917243	2460075	1754394	1093723	1723397	2567760	1746931	3551979	1382754	129266	1144290	89154	772987	5418183	15618973	7828251	5018777	17657803	11024482	17827356	21855474	5280032	12567916	16367617	4947707	7235901	12826879	7689184	10109734	19039282	15477651	9290156	108043665	11443279	74050323	3	7	13	4	14	6	16	11	3	15	13	8	4	9	9	10	18	6	6	11	4	6	195	6018	5843	4184	18	713	1410	1963	3066	2645	2670	5340	5134
7514	6305	8504	8888	3984	2074	1	42	1	0	13	26	11	20	25	15	21	34	10	11	25	16	17	29	25	16	30	29	35	19	9	20	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	3	0	60	564	8622	0	3	3542	9567	7950	646	6444	6728	6471	5818	312	1113	9029	1777	8043	2412	3100	9885	1023	9622	1727	1568	2808	1638	22	38	18	28	32	23	34	52	17	16	36	27	29	43	38	26	46	45	50	32	14	33	13547078	0	0	0	0	0	0	0	2388737	0	0	0	0	0	921202	13927545	0	0	4311557	1799577	0	0	0	1206687	0	0	0	0	0	0	0	135435	0	0	0	0	0	120545	77322	0	0	199538	45683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726903	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3531	9564	2657	19	5004	4500	8862	3554	7415	5452	7179	5486
4857	5282	7463	3592	6107	6465	5	13	4	4	4	8	4	6	11	5	4	11	3	4	8	5	4	10	6	4	9	6	6	5	3	5	0	1	0	1	3	1	0	3	0	0	2	0	0	3	1	0	2	0	0	1	0	0	0	1	0	1	3	1	0	3	0	0	2	0	0	3	1	0	2	0	0	1	0	0	19	10	10	54	485	9989	0	10	2443	2731	2201	1580	6867	8901	8960	76	6633	2445	5216	8374	199	4411	1853	8644	6140	9228	5290	8600	7904	4681	5	8	5	8	14	7	5	14	4	5	10	5	5	12	8	5	10	5	5	6	3	5	63691445	0	2777028	0	871129	14051120	2358384	0	12644687	0	0	4294587	0	0	12340065	9668043	0	6206443	0	0	747736	0	0	2664833	0	36678	0	45075	364627	48402	0	295571	0	0	349885	0	0	374572	225997	0	334398	0	0	9513	0	0	0	0	0	0	3083356	0	0	2910774	0	0	1285787	0	0	4750091	0	0	1772414	0	0	0	0	0	0	1	0	0	4	0	0	3	0	0	1	0	0	2	0	0	1	0	0	0	0	0	13	2255	2085	7945	20	3008	3136	7942	4989	5412	9292	2485	1717
35	3240	4665	4354	1329	907	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	91	813	3603	0	2	5035	5003	4636	8654	6686	2956	5036	1688	7658	9902	8672	2185	1996	4164	4118	2967	1984	3225	5239	5061	8827	132	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6708738	0	0	0	0	0	0	0	0	0	4394424	0	0	0	0	0	0	0	0	0	0	0	0	865149	0	0	0	0	0	0	0	0	0	73683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	7688	5531	7690	21	4028	9296	9784	9496	7182	2511	5843	5697
5805	5311	9541	3685	4365	5628	4	2	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	8	8	26	246	2700	0	8	1174	7646	1744	4522	6623	5522	6959	1785	6731	8606	9497	6828	9304	5417	7462	6670	5488	9231	201	2661	4074	309	8	11	11	8	11	8	8	11	8	8	11	11	8	11	11	8	11	8	8	8	8	8	51754953318	1678147042	4452957355	2123262547	1721195726	3530314966	1136079988	2039897725	5334054719	259725595	2070576644	4245213588	1210905407	1415946290	7561579537	2144518798	1860747592	6244658937	1437422291	3402681	952425475	42108263	298410020	6471283995	210002270	556349893	265500909	215327418	441178483	141879397	255157605	666830461	32840197	258758277	530686414	151146017	176794506	944927139	267283603	232715367	780311064	179815302	424339	119177793	5285069	37315270	170951208	1857267183	203081833	219087428	946788466	288661340	250374108	2225941899	9283735	239733536	883999899	146823386	178902152	2566465151	251907773	216629161	1222744375	456446995	0	1928982147	36069270	193525562	3	5	3	3	4	2	3	4	2	2	5	3	3	4	3	3	4	3	1	1	1	2	63	267	9664	5068	22	5588	9043	2978	6991	1384	678	47	3403
3043	1241	9535	7056	512	2271	2	9	1	1	4	7	5	5	7	5	6	7	5	5	7	5	5	8	6	5	7	6	5	5	3	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	16	2	2	44	399	5144	1	-2	1629	1407	2571	2409	4963	1018	9327	8393	5399	4588	6045	639	4977	5005	466	8113	1559	9951	7783	9785	580	2271	6	12	8	9	12	9	11	11	8	9	14	9	8	14	11	9	11	11	9	9	4	9	10346606	0	0	0	0	0	0	0	0	0	0	3760950	0	0	5196508	0	0	0	0	0	0	0	0	17204	0	0	0	0	0	0	0	0	0	0	8097	0	0	286504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7999	4623	3331	23	2680	8849	2486	4913	7855	7095	2311	4013
9066	3742	1596	4062	8666	9381	4	33	17	17	10	25	12	13	21	12	13	25	12	8	20	15	14	23	23	14	25	23	27	14	7	14	4	12	3	2	9	2	4	12	2	0	9	4	4	11	9	5	12	9	13	2	1	4	4	12	3	2	9	2	4	12	2	0	9	4	4	11	9	5	12	9	13	2	1	4	67	41	41	51	472	2928	0	252	7998	7545	565	9331	7488	3965	5230	6424	6095	5692	7848	2981	5733	5849	2274	9329	5773	930	4306	7574	8774	9572	19	57	22	21	42	23	25	55	23	12	45	30	28	48	46	30	51	46	54	26	14	31	905662077	12139753	73734927	19736657	10288028	31962234	12763192	23383793	110273761	7829650	0	52120954	22065065	25453520	53527644	89469650	19123436	125077955	112567613	98106918	3702860	2541236	4031779	30935589	388266	2618175	626926	283305	873574	586896	1007409	3782909	173016	0	1911857	558396	857240	1954171	3136714	853317	4198386	3806594	3372386	103812	92404	16865	1753160	28161181	671527	1275498	5962070	1862817	4000396	37346396	964403	0	8715397	3116391	4615609	13021994	5691804	3903082	17376491	26078281	109623363	4080853	0	9323580	3	13	1	1	5	1	5	16	1	0	8	3	5	10	5	6	11	10	22	1	1	1	127	6986	9104	9268	24	7431	6362	9196	6782	410	6919	5657	849
6133	6772	994	3286	9905	6820	5	15	2	2	8	11	6	7	9	6	9	12	5	7	10	8	8	11	10	8	12	12	9	8	5	10	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	13	2	2	65	628	3164	1	-2	299	4158	1403	1958	6384	3996	7562	1422	8174	9728	4299	3190	5728	5645	3298	6687	5116	3457	3814	3484	6549	4215	9	8	7	8	6	7	10	10	6	7	9	8	9	9	9	9	11	11	9	8	6	9	30049659	4033859	0	0	0	0	0	4307777	0	0	81243	0	0	556016	0	0	6290029	0	0	0	0	0	0	78991	139782	0	0	0	0	0	11003	0	0	182940	0	0	25890	0	0	29075	0	0	0	0	0	0	0	0	0	0	0	0	501510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6020	2586	4151	25	6489	32	712	6227	5746	1332	995	7269
7674	7425	4726	5696	6990	2646	2	9	9	9	5	6	1	6	7	2	6	7	2	6	5	4	5	6	3	6	7	3	0	2	0	0	5	6	1	6	7	2	6	7	2	6	5	4	5	6	3	6	7	3	0	2	0	0	5	6	1	6	7	2	6	7	2	6	5	4	5	6	3	6	7	3	0	2	0	0	30	30	30	39	359	7210	0	37	4575	5967	2087	7843	2968	2825	4887	4080	5413	1028	4385	2589	9540	2552	1202	8016	6928	6812	898	9908	6884	2221	19	17	4	25	24	7	25	24	7	25	19	12	19	17	10	21	18	10	0	7	0	0	675217639	36889869	20319977	7849310	35959608	45998379	18463913	39492300	42395755	18961812	44985254	65341839	43400803	28136201	27811440	46570019	51788023	65559494	22886083	0	917069	0	0	47632190	2520070	1321057	621503	2560377	3110764	1052597	2915145	3180182	1362306	3282513	4638213	3233612	1940029	1843844	4845624	3943467	4490211	1642933	0	89529	0	0	4110841	7626597	0	4689910	9474320	5088581	4733636	14307942	4277792	7567703	11740197	3788740	4036432	8810201	6224803	7489813	10010170	7734558	0	6411482	0	0	2	3	1	4	7	2	5	6	1	6	2	3	2	4	3	7	6	2	0	1	0	0	66	4433	9310	2359	26	6411	2364	1355	6163	6942	9078	3884	2650
8235	2576	8142	6580	9729	7478	16	51	51	35	36	40	38	39	42	39	36	44	35	36	43	37	33	46	41	36	45	41	46	37	27	35	36	40	38	39	42	39	36	44	35	36	43	37	33	46	41	36	45	41	46	37	27	35	23	26	24	26	27	25	25	29	22	24	29	24	22	31	26	24	30	27	30	23	17	22	68	68	58	59	585	4327	0	323	6815	102	6655	4567	6253	426	4653	951	3105	3485	2707	7282	1144	7031	2263	8526	5755	9653	3721	8456	4337	9160	59	67	61	59	67	67	58	67	62	63	67	61	57	67	65	63	67	67	64	67	53	59	62456847770	1107622292	1745376908	1946009629	1385478665	3026538816	1442494184	697402696	4168116503	1154893769	724748848	3064940471	2158831401	687571840	8072134197	7508693265	2282054512	8674491361	4706215284	3792686800	2810295327	174470437	1137854467	2401209394	42568576	67342395	74978963	53290378	116430823	55465545	26777477	160488692	44332794	27782185	117808593	83204645	26441867	310388253	288444264	87729550	333637369	181024702	145873470	108009205	6722984	43855932	126536121	624158727	166556019	195810435	687395989	389855334	122073065	1524313862	166320090	141955971	594127026	235735029	131476647	2479203108	651237548	382011713	1487336662	1107717776	2578137360	6006735913	337602721	2932131409	54	74	39	58	99	53	45	96	36	43	86	51	40	140	77	67	137	84	220	61	75	46	1682	3357	5820	789	27	3428	1663	2554	5882	1970	5235	3810	9321
